2.090489908854167,2.050235003409301,0.3624537037037037,0.4058801775147929,0
1.993703884548611,2.1495323406874074,0.46208333333333335,0.307260840602175,1
1.9580949797453704,1.9317728076460798,0.4977314814814815,0.5249013957187268,2
1.949994212962963,1.9223665316429364,0.5046296296296297,0.5379068047337278,3
1.935711624710648,1.9325436925041606,0.5203703703703704,0.5257026627218935,4
1.9244648799189814,1.936309272720969,0.5308333333333334,0.5216346153846154,5
1.9124348958333333,1.893972724147097,0.5426851851851852,0.567615892760147,6
1.8852446831597223,1.8622342623197115,0.5706018518518519,0.5973249356422199,7
1.8565970413773147,1.8353647085336537,0.6,0.6249383779672476,8
1.8405248119212962,1.8365724100869083,0.6154166666666666,0.6230892655412121,9
1.8303714554398147,1.8380948580228365,0.6255555555555555,0.6208086634528708,10
1.8114095052083334,1.7750477085452108,0.6439814814814815,0.6834319526627219,11
1.7836912254050925,1.8595628004807692,0.6719907407407407,0.5993589593108589,12
1.7804913556134259,1.7633425018491125,0.6752314814814815,0.6974852071005917,13
1.7028707320601852,1.6379051434217826,0.7536111111111111,0.8211291612252681,14
1.65861328125,1.6144746859398114,0.7991203703703704,0.8476948032717733,15
1.643221752025463,1.6141790807599852,0.8131481481481482,0.849112426035503,16
1.6320417390046296,1.632834891595784,0.82375,0.8274778106508875,17
1.640169089988426,1.6247683192145894,0.8168518518518518,0.8349975044205344,18
1.6310631872106482,1.5967748517820821,0.8256481481481481,0.8645217263486964,19
1.618278175636574,1.5939161311945267,0.8391666666666666,0.8671104837451461,20
1.6150934968171295,1.6191559740777552,0.8413888888888889,0.8428254437869822,21
1.6171225766782407,1.6145723783052885,0.8400925925925926,0.8450443786982249,22
1.6032993344907407,1.6211481037929918,0.8541666666666666,0.8377711730595876,23
1.6049594907407407,1.5811888564973189,0.852175925925926,0.8796844482421875,24
1.6020759186921296,1.5987039599898298,0.8549537037037037,0.8623027914374538,25
1.6000667317708333,1.5897162623659393,0.8564351851851851,0.8720414201183432,0
1.5914878110532407,1.5655364087347448,0.8660185185185185,0.894662258893075,1
1.589580078125,1.5880582008136095,0.8677314814814815,0.8726578210232526,2
1.5933785445601851,1.583188389885355,0.8635648148148148,0.8788214689175758,4
1.5813776765046297,1.5779926367765347,0.8757407407407407,0.8835059171597633,5
1.5806098090277778,1.5815117288623335,0.8767592592592592,0.8799926035502958,6
1.579168113425926,1.555970321745562,0.8782407407407408,0.9055720222066845,7
1.5754709201388888,1.5591647356924927,0.8811574074074074,0.9013806405152089,8
1.5717301432291666,1.5739031007303994,0.8859259259259259,0.8866494082840237,9
1.566871383101852,1.5537244808039017,0.8906018518518518,0.9076676227637297,10
1.5706834129050926,1.5754138111362797,0.8866666666666667,0.8851701183431953,11
1.5697229456018518,1.5618466710197856,0.8873611111111112,0.8986686390532544,12
1.5664601417824073,1.5591504700790495,0.8906018518518518,0.9017504630004161,13
1.5609977213541666,1.553514108149963,0.8959259259259259,0.9068047337278107,14
1.5644386574074074,1.5478246564695821,0.8926388888888889,0.912783560668223,15
1.5616162109375,1.5521525546643862,0.8961111111111111,0.9086538461538461,16
1.5564192708333333,1.545562202408469,0.9012962962962963,0.9161119630350869,17
1.5586760344328703,1.586771225788184,0.8980092592592592,0.8745685103376941,18
1.5613776765046297,1.5544736963757397,0.8958333333333334,0.9069896449704142,19
